Name,Score,Genres,English name,Type,Episodes,Aired,Studios,Source,Ranked,Popularity,sypnopsis,pop_group,rank_group,NumScores,new_anime_index,title,anime_url
Aria the Origination: Sono Choppiri Himitsu no Basho ni...,8.02,"Slice of Life, Comedy, Shounen",Unknown,Special,One episode,Modern,Hal Film Maker,Unknown,512,3815,"Special episode based on manga Navigation 39 entitled ""The Secret Place"". Its action takes place between episodes 5 and 6 of Aria the Origination. Akari and President Aria take a walk in the eastern part of Neo-Venezia. The are spotted by Akatsuki, who follows them to try to greet Akari. They eventually end up at St Mark's Basilica, where Akari has a secret place, which is discovered by Akatsuki, Aika, and Alice. (Source: Wikipedia)",Top100+,Top100+,8197,3315,,
Omae Umasou da na,8.02,"Action, Adventure, Fantasy, Kids",You Are Umasou,Movie,One episode,Recent,Ajia-Do,Picture book,521,4269,"Tyrannosaurus called Heart was raised by a herbivorous dinosaur. As he grew up, he was scared by other dinosaurs. One day, Heart meets a baby Ankylosaurus and he names the baby ""Umasou (looks delicious)"". Umasou started to be attached to Heart and a strange family love develops between the two.",Top100+,Top100+,5914,4929,,
Kakushigoto (TV),8.02,"Slice of Life, Comedy, Shounen",Kakushigoto,TV,Short,New,Ajia-Do,Manga,514,747,"Kakushi Gotou is a somewhat popular manga artist whose works are known for inappropriate content. Because of this raunchiness, when his daughter Hime was born, he vowed to keep his profession hidden from her, believing that she will be disillusioned if she finds out. This paranoia-induced belief leads Kakushi into hectic situations. Despite being a single father, he does his best and often resorts to extreme ends just to protect his secret, such as guising as a salaryman every day or holding emergency drills in case Hime somehow finds her way to his workplace. Kakushigoto tells the story of a father and daughter living side by side, maintaining their peaceful existence as the father attempts to preserve the status quo. However, there is a saying: ""there are no secrets that time cannot reveal."" In time, Hime must learn the reality behind the things she took for granted as she grew up.",Top100+,Top100+,83707,14824,Kakushigoto (TV),https://myanimelist.net/anime/40716/Kakushigoto_TV
Koukaku Kidoutai: Stand Alone Complex 2nd GIG - Individual Eleven,8.02,"Action, Sci-Fi, Mecha",Ghost in the Shell:Stand Alone Complex 2nd GIG - Individual Eleven,Special,One episode,Modern,Production I.G,Unknown,517,3247,"Compilation movie of the ""Individual Eleven"" story from Ghost in the Shell: SAC 2nd Gig series. (Source: AniDB)",Top100+,Top100+,9704,2068,,
Osomatsu-san,8.02,"Comedy, Parody",Mr. Osomatsu,TV,Med,New,Studio Pierrot,Original,521,1055,"The majority of the Matsuno household is comprised of six identical siblings: self-centered leader Osomatsu, manly Karamatsu, voice of reason Choromatsu, cynical Ichimatsu, hyperactive Juushimatsu, and lovable Todomatsu. Despite each one of them being over the age of 20, they are incredibly lazy and have absolutely no motivation to get a job, choosing to live as NEETs instead. In the rare occurrence that they try to look for employment and are somehow able to land an interview, their unique personalities generally lead to their swift rejection. From trying to pick up girlfriends to finding the perfect job, the daily activities of the Matsuno brothers are never dull as they go on all sorts of crazy, and often downright bizarre, adventures. Though they desperately search for a way to improve their social standing, it won't be possible if they can't survive the various challenges that come with being sextuplets!",Top100+,Top100+,55787,9748,Osomatsu-san,https://myanimelist.net/anime/31174/Osomatsu-san
Kimi ni Todoke,8.02,"Slice of Life, Drama, Romance, School, Shoujo",Kimi ni Todoke:From Me to You,TV,Med,Modern,Production I.G,Manga,515,148,"Known for her semblance to the Sadako character of The Ring series, Sawako Kuronuma is given the nickname ""Sadako"" and misunderstood to be frightening and malicious like her fictional counterpart, despite having a timid and sweet nature. Longing to make friends and live a normal life, Sawako is naturally drawn to the cheerful and friendly Shouta Kazehaya, the most popular boy in her class. From their first meeting, Sawako has admired Kazehaya's ability to be the center of attention and aspires to be like him. When Kazehaya organizes a test of courage for the entire class and encourages her to attend, Sawako sees this as an opportunity to get along with her classmates, starting with Ayane Yano and Chizuru Yoshida. Through each new encounter and emotion she experiences, Sawako believes that meeting Kazehaya has changed her for the better. Little does Sawako know, her presence has also changed Kazehaya.",Top100+,Top100+,328114,3782,Kimi ni Todoke,https://myanimelist.net/anime/6045/Kimi_ni_Todoke
Mobile Suit Gundam: Iron-Blooded Orphans,8.02,"Action, Drama, Mecha, Sci-Fi, Space",Mobile Suit Gundam:Iron-Blooded Orphans,TV,Med,New,Sunrise,Original,519,900,"Over three hundred years have passed since the Calamity War, the great conflict between Earth and its outer space colonies. Now Earth is ruled over by four economic blocs, and the military organization Gjallarhorn is responsible for keeping the peace. Mars, on the other hand, depends heavily on Earth's economy. Horrified by the appalling living conditions that Mars' inhabitants have to bear, Kudelia Aina Bernstein, a young aristocrat from the Chryse Autonomous Region, gets involved in the Red Planet's independence movement. She hires the services of a local company, Chryse Guard Security (CGS), to escort her on the journey to Earth to negotiate economic conditions with the earthly bloc that controls the region. The Third Army Division—consisting of Mikazuki Augus, Orga Itsuka, and many other child soldiers—are chosen to protect her. When Gjallarhorn attacks the CGS facilities to assassinate the young revolutionary threatening their interests, Orga and his comrades must not let the attackers accomplish their goal—in fact, Gjallarhorn's actions might turn out to be the unintentional catalyst that leads the children to be the forgers of their own destiny.",Top100+,Top100+,85616,9773,Mobile Suit Gundam: Iron-Blooded Orphans,https://myanimelist.net/anime/31251/Mobile_Suit_Gundam__Iron-Blooded_Orphans
Aria the OVA: Arietta,8.02,"Sci-Fi, Slice of Life, Fantasy, Shounen",Aria the OVA:Arietta,OVA,One episode,Modern,Hal Film Maker,Manga,514,2914,"kari Mizunashi dreams of life after attaining her goal of becoming a Prima Undine, but upon waking realizes that she might not actually have the confidence to run Aria Company on her own. Wary of the future, she seeks advice from her mentor Alicia Florence—one of the three great ""Water Fairies"" of Neo-Venezia. Much to Akari's surprise, Alicia reveals her own struggles of the past, but also shares the steps she took in overcoming her self-doubt of running the company and taking on an apprentice. Finding solace in her teacher's words, Akari prepares to embrace whatever trials she must overcome on her path toward achieving her dreams.",Top100+,Top100+,14139,2161,Aria the OVA: Arietta,https://myanimelist.net/anime/2563/Aria_the_OVA__Arietta
Persona 3 the Movie 4: Winter of Rebirth,8.02,"Action, Supernatural, Fantasy",Unknown,Movie,One episode,New,A-1 Pictures,Game,523,2242,"""The time of destruction is coming ever closer without a doubt. It cannot be stopped."" To know death, to gaze at death, to face death. Makoto and his allies have grown through the many meetings and partings they have experienced. Their fight might not be for the sake of the world, but for themselves. Even so, they have continued to fight, believing that there are peaceful days waiting at the end of the battle. However, a boy says that destruction is the fate that humanity must shoulder. The boy they believed to be their friend tells them the truth of the situation without an emotion on his face. The season changes to winter. Makoto makes a decision in order to greet the spring that is waiting beyond... (Source: ANN)",Top100+,Top100+,23366,9737,Persona 3 the Movie 4: Winter of Rebirth,https://myanimelist.net/anime/31149/Persona_3_the_Movie_4__Winter_of_Rebirth
Major Movie: Yuujou no Winning Shot,8.02,"Action, Sports, Shounen",Unknown,Movie,One episode,Modern,Xebec,Manga,519,3936,"Goro briefly returns to Japan after a triumphant campaign in the US. He is heading towards Fukuoka where he played baseball when he was a fifth grader. Having just moved into a new town, this is where Goro faced a critical point in his life. (Source: ANN)",Top100+,Top100+,9653,3402,Major Movie: Yuujou no Winning Shot,https://myanimelist.net/anime/5029/Major_Movie__Yuujou_no_Winning_Shot
Touch,8.02,"Sports, Romance, School, Drama, Slice of Life, Shounen",Unknown,TV,Long,Very old,"Gallop, Group TAC, Studio Junio",Manga,523,3148,"The story centers around three characters—Uesugi Kazuya, his twin older brother Tatsuya, and Asakura Minami. Kazuya is the darling of his town as he's talented, hardworking, and the ace pitcher for his middle school baseball team. Tatsuya is a hopeless slacker who's been living the life of giving up the spotlight to Kazuya, despite the fact that he may be more gifted than him. Minami is the beautiful childhood girlfriend and for all intents, sister from next door who treats both of them as equals. Society largely assumes Kazuya and Minami will become the perfect couple, including Tatsuya. Yet as time progresses, Tatsuya grows to realize that he's willing to sacrifice anything for the sake of his brother, except at the expense of giving up Minami to Kazuya. And thus the story is told of Tatsuya trying to prove himself over his established younger brother, how it affects the relationship between the three, and both brothers' attempts to make Minami's lifelong dreams come true.",Top100+,Top100+,8356,940,Touch,https://myanimelist.net/anime/1065/Touch
